ActivityID,StationID,Date_Tt,TP_mgL,PO4_mgL,NOx_mgL,TKN_mgL,NO3_mgL,NO2_mgL,TN_mgL,Bug_StationID,Type,Avg_NH_IBI_Score,Latitude,Longitude
A505574015,01-ASH,7/21/2015,0.0203,,,,,,,,,,42.779742,-72.490036
RV08180101,01-ASH,8/18/2001,0.053,,,,,,,,,,42.779742,-72.490036
A97843-4,01-ASH,9/17/2005,0.057,,,,,,,,,,42.779742,-72.490036
A907488010,01-ASH,7/21/2009,0.021,,,,,,,,,,42.779742,-72.490036
2011-2741,01-ASH,7/19/2011,0.022,,,,,,,,,,42.779742,-72.490036
A609778010,01-ASH,9/26/2006,0.044,,,,,,,,,,42.779742,-72.490036
A407846011,01-ASH,9/16/2014,0.0134,,,,,,,,,,42.779742,-72.490036
RV08160301,01-ASH,8/16/2003,0.046,,,,,,,,,,42.779742,-72.490036
A604114010,01-ASH,6/24/2006,0.039,,,,,,,,,,42.779742,-72.490036
A90370-10,01-ASH,5/21/2005,0.055,,,,,,,,,,42.779742,-72.490036
A708077010,01-ASH,7/17/2007,0.043,,,,,,,,,,42.779742,-72.490036
RV08210406,01-ASH,8/21/2004,0.045,,,,,,,,,,42.779742,-72.490036
2010-3953,01-ASH,8/17/2010,0.023,,,,,,,,,,42.779742,-72.490036
A608279010,01-ASH,8/22/2006,0.038,,,,,,,,,,42.779742,-72.490036
A107999015,01-ASH,8/16/2011,0.03,,,,,,,,,,42.779742,-72.490036
RV09180410,01-ASH,9/18/2004,0.05,,,,,,,,,,42.779742,-72.490036
2017-4109,01-ASH,8/15/2017,0.0159,,,,,,,,,,42.779742,-72.490036
A305766013,01-ASH,7/23/2013,0.0506,,,,,,,,,,42.779742,-72.490036
A75862-10,01-ASH,6/19/2004,0.039,,,,,,,,,,42.779742,-72.490036
A96293-10,01-ASH,8/20/2005,0.029,,,,,,,,,,42.779742,-72.490036
A709857010,01-ASH,8/14/2007,0.031,,,,,,,,,,42.779742,-72.490036
2018-2837,01-ASH,7/17/2018,0.021,,,,,,,,,,42.779742,-72.490036
RV07260314,01-ASH,7/26/2003,0.068,,,,,,,,,,42.779742,-72.490036
2012-4008,01-ASH,8/21/2012,0.024,,,0.28,,,,,,,42.779742,-72.490036
A808865011,01-ASH,8/19/2008,0.024,,,,,,,,,,42.779742,-72.490036
RV09130309,01-ASH,9/13/2003,0.041,,,,,,,,,,42.779742,-72.490036
A605754010,01-ASH,7/18/2006,0.025,,,,,,,,,,42.779742,-72.490036
RV07140101,01-ASH,7/14/2001,0.056,,,,,,,,,,42.779742,-72.490036
A711157010,01-ASH,9/11/2007,0.031,,,,,,,,,,42.779742,-72.490036
RV05180210,01-ASH,5/18/2002,0.025,,,,,,,,,,42.779742,-72.490036
A805561010,01-ASH,6/23/2008,0.059,,,,,,,,,,42.779742,-72.490036
A406834015,01-ASH,8/19/2014,0.0138,,,,,,,,,,42.779742,-72.490036
A708077012,01-ASH,7/17/2007,0.043,,,,,,,,,,42.779742,-72.490036
RA06200002,01-AXE,6/20/2000,0.052,,,0.53,0.09,,,,,,43.285075,-70.978753
RA06280005,01-BAB,6/28/2000,0.032,,,0.55,0.22,,,,,,42.870475,-71.492908
RA06210009,01-BAK,6/21/2000,0.021,,,0.44,0.05,,,,,,42.86095,-71.016114
A707927003,01-BAT,7/17/2007,,,0.17,0.6,,,0.77,,,,43.070939,-70.783131
A707927009,01-BAT,7/17/2007,,,0.6,,,,,,,,43.070939,-70.783131
A706653003,01-BAT,6/26/2007,,,0.41,1,,,1.41,,,,43.070939,-70.783131
2008-4789,01-BAT,8/21/2008,0.048,,0.11,0.81,,,0.92,,,,43.070939,-70.783131
A605264002,01-BAT,7/14/2006,0.061,,,1,,,,,,,43.070939,-70.783131
A610974003,01-BAT,10/25/2006,0.032,,,0.55,,,,,,,43.070939,-70.783131
A605264003,01-BAT,7/14/2006,0.064,,,1.1,,,,,,,43.070939,-70.783131
A607963002,01-BAT,8/21/2006,0.055,,,0.64,,,,,,,43.070939,-70.783131
A601054002,01-BAT,4/26/2006,0.03,,,,,,,,,,43.070939,-70.783131
A009385004,01-BAT,9/8/2010,0.072,,,,,,,,,,43.070939,-70.783131
A603112002,01-BAT,6/8/2006,,,,0.6,,,,,,,43.070939,-70.783131
A30851-10,01-BBK,9/19/2001,0.01,0.01,0.22,0.1,,,0.32,,,,42.821869,-71.767219
A30473-10,01-BBK,9/12/2001,0.007,0.01,0.21,0.1,,,0.31,,,,42.821869,-71.767219
RV06270622,01-BFB,6/27/2006,0.01,0.01,,0.25,1,,,,,,42.791294,-71.498739
PWW06300506,01-BFB,6/30/2005,0.042,,,1.4,1,,,,,,42.791294,-71.498739
RV06130609,01-BFB,6/13/2006,0.01,0.01,,0.25,1,,,,,,42.791294,-71.498739
PWW07070406,01-BFB,7/7/2004,0.024,,,0.25,1,,,,,,42.791294,-71.498739
RV08080635,01-BFB,8/8/2006,0.03,0.01,,3.05,1,,,,,,42.791294,-71.498739
RV07250618,01-BFB,7/25/2006,0.04,0.01,,,1,,,,,,42.791294,-71.498739
2006-4852,01-BGK,8/21/2006,0.007,,,,,,,01-BGK,Not_Available,,43.798237,-71.673992
2019-3130,01-BGK,7/25/2019,0.0125,,,0.26,,,,01-BGK,Not_Available,,43.798237,-71.673992
2006-1943,01-BGK,6/26/2006,0.023,,,0.32,,,,01-BGK,Not_Available,,43.798237,-71.673992
2019-1822,01-BGK,6/27/2019,0.026,,,0.32,,,,01-BGK,Not_Available,,43.798237,-71.673992
2006-3369,01-BGK,7/24/2006,0.017,,,0.4,,,,01-BGK,Not_Available,,43.798237,-71.673992
2019-3129,01-BGK,7/25/2019,0.0121,,,,,,,01-BGK,Not_Available,,43.798237,-71.673992
2019-4529,01-BGK,8/22/2019,0.0229,,,0.42,,,,01-BGK,Not_Available,,43.798237,-71.673992
RA08180004,01-BGT,8/18/2000,0.006,,,0.14,0.12,,,,,,43.6391,-72.2222
RA06210002,01-BGT,6/21/2000,0.005,,,0.08,0.09,,,,,,43.6391,-72.2222
RA07310004,01-BGT,7/31/2000,,,,,0.11,,,,,,43.6391,-72.2222
A810259003,01-BIC,9/16/2008,0.0098,,,0.35,,,,97C-156; 99C-45,Non-Ref,62.757,43.589242,-72.078378
A809343003,01-BIC,8/26/2008,0.01,,,0.27,,,,97C-156; 99C-45,Non-Ref,62.757,43.589242,-72.078378
A809343004,01-BIC,8/26/2008,0.0084,,,0.27,,,,97C-156; 99C-45,Non-Ref,62.757,43.589242,-72.078378
A807305003,01-BIC,7/24/2008,0.038,,,0.59,,,,97C-156; 99C-45,Non-Ref,62.757,43.589242,-72.078378
VL08270138,01-BKB,8/27/2001,0.017,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2004-2883,01-BKB,7/21/2004,0.017,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL08070250,01-BKB,8/7/2002,0.017,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL05290305,01-BKB,5/29/2003,0.012,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2007-1671,01-BKB,6/24/2007,0.019,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2004-1700,01-BKB,6/25/2004,0.02,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL08310021,01-BKB,8/31/2000,0.016,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL09240115,01-BKB,9/24/2001,0.013,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2005-781,01-BKB,4/20/2005,0.014,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2004-5636,01-BKB,9/22/2004,0.045,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL09120212,01-BKB,9/12/2002,0.014,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL06240359,01-BKB,6/24/2003,0.019,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2008-4493,01-BKB,8/17/2008,0.019,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2006-4397,01-BKB,8/13/2006,0.016,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2004-5851,01-BKB,10/21/2004,0.013,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL07310369,01-BKB,7/31/2003,0.012,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2006-2930,01-BKB,7/17/2006,0.026,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL10160303,01-BKB,10/16/2003,0.013,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
A106539001,01-BKB,7/26/2011,0.02,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2008-3413,01-BKB,7/25/2008,0.028,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL07050043,01-BKB,7/5/2000,0.021,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL10120003,01-BKB,10/12/2000,0.011,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2004-4461,01-BKB,8/18/2004,0.02,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
A907646002,01-BKB,7/23/2009,0.028,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
A008590002,01-BKB,8/20/2010,0.013,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2005-1203,01-BKB,5/27/2005,0.019,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2008-2063,01-BKB,6/29/2008,0.021,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL05080203,01-BKB,5/8/2002,0.011,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL05180012,01-BKB,5/18/2000,0.019,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
A105005003,01-BKB,6/26/2011,0.037,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
A006858002,01-BKB,7/23/2010,0.016,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2004-800,01-BKB,5/19/2004,0.013,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2005-4835,01-BKB,8/19/2005,0.024,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2006-1322,01-BKB,6/12/2006,0.014,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL04100204,01-BKB,4/10/2002,0.008,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
A906121001,01-BKB,6/28/2009,0.024,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
A005419002,01-BKB,6/27/2010,0.02,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2007-4514,01-BKB,8/26/2007,0.015,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
2007-2857,01-BKB,7/22/2007,0.023,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL07240160,01-BKB,7/24/2001,0.02,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
VL06130220,01-BKB,6/13/2002,0.019,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
A909604003,01-BKB,8/23/2009,0.028,,,,,,,01-BKB; 08m-07,Non-Ref,,43.01035,-71.478466
T011-G1-HF1,01-BKR,5/17/2012,,0.002,0.05995113,,,,,,,,43.7682,-71.685939
T011-G-LF1,01-BKR,7/27/2010,,0.003,0.08325103,,,,,,,,43.7682,-71.685939
T111-G-LF2,01-BKR,9/21/2010,,0.003,0.09932315,,,,,,,,43.7682,-71.685939
T2304131132D,01-BLK,4/13/2011,0.0225,7.00E-04,,,,,,,,,43.627833,-71.756306
T2310230705,01-BLK,10/23/2007,0.0097,,,,,,,,,,43.627833,-71.756306
T23-052208-03,01-BLK,5/22/2008,0.0097,0.0026,,,0.04,,,,,,43.627833,-71.756306
T2306010645,01-BLK,6/1/2006,0.025,,,,,,,,,,43.627833,-71.756306
T2312061003,01-BLK,12/6/2010,0.006,,,,,,,,,,43.627833,-71.756306
VT2308220601,01-BLK,8/22/2006,0.0107,,,,,,,,,,43.627833,-71.756306
T23-052208-01,01-BLK,5/22/2008,0.0086,0.002,,,0.04,,,,,,43.627833,-71.756306
T2312121101D1,01-BLK,12/12/2011,0.0083,0.0021,,,,,,,,,43.627833,-71.756306
T2310031101D1,01-BLK,10/3/2011,0.0157,0.0029,,,,,,,,,43.627833,-71.756306
VT2306170701,01-BLK,6/17/2007,0.0562,,,,,,,,,,43.627833,-71.756306
T2309140603,01-BLK,9/14/2006,0.0059,,,,,,,,,,43.627833,-71.756306
CFB408151-1,01-BLK,4/8/2015,0.0114,,,,,,,,,,43.627833,-71.756306
T2308300703,01-BLK,8/30/2007,0.0161,,,,,,,,,,43.627833,-71.756306
T2303301131,01-BLK,3/30/2011,0.0162,8.00E-04,,,,,,,,,43.627833,-71.756306
T2311151101D1,01-BLK,11/15/2011,0.0132,,,,,,,,,,43.627833,-71.756306
VT2311110701,01-BLK,11/11/2007,0.0069,,,,,,,,,,43.627833,-71.756306
T2306200747,01-BLK,6/20/2007,0.0104,,,,,,,,,,43.627833,-71.756306
T2311140601,01-BLK,11/14/2006,0.0422,,,,,,,,,,43.627833,-71.756306
T23-081808-01,01-BLK,8/18/2008,0.0102,0.0022,,,0.03,,,,,,43.627833,-71.756306
T23-040908-03,01-BLK,4/9/2008,0.0186,,,,0.06,,,,,,43.627833,-71.756306
VT23-041408-03,01-BLK,4/14/2008,0.0096,,,,,,,,,,43.627833,-71.756306
T23-040908-01,01-BLK,4/9/2008,0.0182,0.002,,,0.11,,,,,,43.627833,-71.756306
T23-081808-03,01-BLK,8/18/2008,0.0101,0.002,,,0.08,,,,,,43.627833,-71.756306
VT2308130601,01-BLK,8/13/2006,0.0132,,,,,,,,,,43.627833,-71.756306
CFB04081401R,01-BLK,4/8/2014,0.197,,,,,,,,,,43.627833,-71.756306
VT2311280701,01-BLK,11/28/2007,0.0089,,,,,,,,,,43.627833,-71.756306
T23-102108-01,01-BLK,10/21/2008,0.0084,0.0017,,,0.03,,,,,,43.627833,-71.756306
VT23-051608-13,01-BLK,5/16/2008,0.0131,,,,,,,,,,43.627833,-71.756306
CFB12161401,01-BLK,12/16/2014,0.0064,,,,,,,,,,43.627833,-71.756306
VT2307250701,01-BLK,7/25/2007,0.0116,,,,,,,,,,43.627833,-71.756306
VT2307200601,01-BLK,7/20/2006,0.013,,,,,,,,,,43.627833,-71.756306
T2308020741,01-BLK,8/2/2007,0.0222,,,,,,,,,,43.627833,-71.756306
VT2310030601,01-BLK,10/3/2006,0.0103,,,,,,,,,,43.627833,-71.756306
T23-081108-01,01-BLK,8/11/2008,0.1826,0.0035,,,0.02,,,,,,43.627833,-71.756306
T23-081108-03,01-BLK,8/11/2008,0.1606,0.0036,,,0.04,,,,,,43.627833,-71.756306
VT23-050208-05,01-BLK,5/2/2008,0.0082,,,,,,,,,,43.627833,-71.756306
VT23-080408-13,01-BLK,8/4/2008,0.0093,,,,,,,,,,43.627833,-71.756306
T2310191001,01-BLK,10/19/2010,0.0102,,,,,,,,,,43.627833,-71.756306
T2308301101,01-BLK,8/30/2011,0.0126,,,,,,,,,,43.627833,-71.756306
T2312121101,01-BLK,12/12/2011,0.0079,0.0019,,,,,,,,,43.627833,-71.756306
VT2307020601,01-BLK,7/2/2006,0.0112,,,,,,,,,,43.627833,-71.756306
VT2304140701,01-BLK,4/14/2007,0.0271,,,,,,,,,,43.627833,-71.756306
VT2310250601,01-BLK,10/25/2006,0.0067,,,,,,,,,,43.627833,-71.756306
T2311101002,01-BLK,11/10/2010,0.0106,,,,,,,,,,43.627833,-71.756306
CFB624151-1,01-BLK,6/24/2015,0.0158,,,,,,,,,,43.627833,-71.756306
T2309110713,01-BLK,9/11/2007,0.0113,,,,,,,,,,43.627833,-71.756306
VT23-110408-05,01-BLK,11/4/2008,0.0059,,,,,,,,,,43.627833,-71.756306
T2305191101D1,01-BLK,5/19/2011,0.0704,,,,,,,,,,43.627833,-71.756306
VT2307290601,01-BLK,7/29/2006,0.0116,,,,,,,,,,43.627833,-71.756306
T2310180609,01-BLK,10/18/2006,0.0163,,,,,,,,,,43.627833,-71.756306
VT2310030701,01-BLK,10/3/2007,0.0135,,,,,,,,,,43.627833,-71.756306
T2310191101,01-BLK,10/19/2011,0.0117,,,,,,,,,,43.627833,-71.756306
T2304180745,01-BLK,4/18/2007,0.0201,,,,,,,,,,43.627833,-71.756306
VT2309110601,01-BLK,9/11/2006,0.3329,,,,,,,,,,43.627833,-71.756306
T2307130603,01-BLK,7/13/2006,0.0493,,,,,,,,,,43.627833,-71.756306
VT2310160601,01-BLK,10/16/2006,0.0407,,,,,,,,,,43.627833,-71.756306
VT2311110601,01-BLK,11/11/2006,0.0115,,,,,,,,,,43.627833,-71.756306
T2305191101,01-BLK,5/19/2011,0.0726,,,,,,,,,,43.627833,-71.756306
T2308301101D,01-BLK,8/30/2011,0.013,,,,,,,,,,43.627833,-71.756306
T2304040737,01-BLK,4/4/2007,0.0102,,,,,,,,,,43.627833,-71.756306
T2306210603,01-BLK,6/21/2006,0.0148,,,,,,,,,,43.627833,-71.756306
T2306301101,01-BLK,6/30/2011,0.0112,,,,,,,,,,43.627833,-71.756306
T2303130703,01-BLK,3/13/2007,0.0097,,,,,,,,,,43.627833,-71.756306
BB08221402,01-BLK,8/22/2014,0.023,,,,,,,,,,43.627833,-71.756306
T2304131132,01-BLK,4/13/2011,0.0232,0.001,,,,,,,,,43.627833,-71.756306
T2308150605,01-BLK,8/15/2006,0.0086,,,,,,,,,,43.627833,-71.756306
CFB09241301,01-BLK,9/24/2013,0.0093,,,,,,,,,,43.627833,-71.756306
VT2301060701,01-BLK,1/6/2007,0.0321,,,,,,,,,,43.627833,-71.756306
T2311151101,01-BLK,11/15/2011,0.0131,,,,,,,,,,43.627833,-71.756306
T2312130601,01-BLK,12/13/2006,0.0064,,,,,,,,,,43.627833,-71.756306
CFB06111401,01-BLK,6/11/2014,0.0203,,,,,,,,,,43.627833,-71.756306
T2306080603,01-BLK,6/8/2006,0.0171,,,,,,,,,,43.627833,-71.756306
T2310031101,01-BLK,10/3/2011,0.015,0.0024,,,,,,,,,43.627833,-71.756306
VT2309040601,01-BLK,9/4/2006,0.0132,,,,,,,,,,43.627833,-71.756306
T23-102108-03,01-BLK,10/21/2008,0.0086,0.0018,,,0.03,,,,,,43.627833,-71.756306
T2311140703,01-BLK,11/14/2007,0.0068,,,,,,,,,,43.627833,-71.756306
T2308170741,01-BLK,8/17/2007,0.0142,,,,,,,,,,43.627833,-71.756306
BB07141401,01-BLK,7/14/2014,0.0141,,,,,,,,,,43.627833,-71.756306
VT23-042908-03,01-BLK,4/29/2008,0.0377,,,,,,,,,,43.627833,-71.756306
T2307131101,01-BLK,7/13/2011,0.0583,,,,,,,,,,43.627833,-71.756306
CFB06131301,01-BLK,6/13/2013,0.0111,,,,,,,,,,43.627833,-71.756306
T2301170707,01-BLK,1/17/2007,0.0079,,,,,,,,,,43.627833,-71.756306
VT23-071408-05,01-BLK,7/14/2008,0.0127,,,,,,,,,,43.627833,-71.756306
VT2307120601,01-BLK,7/12/2006,0.0139,,,,,,,,,,43.627833,-71.756306
T2305150703,01-BLK,5/15/2007,0.0114,,,,,,,,,,43.627833,-71.756306
VT2312290601,01-BLK,12/29/2006,0.0075,,,,,,,,,,43.627833,-71.756306
VT23-010808-05,01-BLK,1/8/2008,0.0085,,,,,,,,,,43.627833,-71.756306
T2306260603,01-BLK,6/26/2006,0.0918,,,,,,,,,,43.627833,-71.756306
BB09281403,01-BLK,9/28/2014,0.0192,,,,,,,,,,43.627833,-71.756306
CFB04081401,01-BLK,4/8/2014,0.2451,,,,,,,,,,43.627833,-71.756306
T2310191101D1,01-BLK,10/19/2011,0.0121,,,,,,,,,,43.627833,-71.756306
VT2305060701,01-BLK,5/6/2007,0.0136,,,,,,,,,,43.627833,-71.756306
VT2301130701,01-BLK,1/13/2007,0.0085,,,,,,,,,,43.627833,-71.756306
VT2311050601,01-BLK,11/5/2006,0.0069,,,,,,,,,,43.627833,-71.756306
VT23-091008-01,01-BLK,9/10/2008,0.0128,,,,,,,,,,43.627833,-71.756306
VT2308240701,01-BLK,8/24/2007,0.0227,,,,,,,,,,43.627833,-71.756306
T2312061006,01-BLK,12/6/2010,0.0068,,,,,,,,,,43.627833,-71.756306
T2307131101D1,01-BLK,7/13/2011,0.0343,,,,,,,,,,43.627833,-71.756306
A811237002,01-BMB,10/16/2008,0.024,,0.98,,,,,,,,43.151534,-72.399671
PALOOZA14-67,01-BMD,8/6/2014,0.0231,,,,,,0.24,,,,43.496339,-72.375731
RA07030001,01-BMD,7/3/2000,0.015,,,0.39,0.21,,,,,,43.496339,-72.375731
RA07260001,01-BMD,7/26/2000,0.024,,,0.43,0.09,,,,,,43.496339,-72.375731
RA08170001,01-BMD,8/17/2000,0.024,,,0.26,0.21,,,,,,43.496339,-72.375731
PALOOZA14-23,01-BMD,8/6/2014,0.0213,,,,,,0.35,,,,43.496339,-72.375731
A604978014,01-BOB,7/11/2006,,,0.16,,,,,,,,43.190458,-72.283428
A97704-3,01-BOB,9/10/2005,0.006,,,,1.7,,,,,,43.190458,-72.283428
A96599-11,01-BOB,8/20/2005,0.007,,,,1.62,,,,,,43.190458,-72.283428
A94561-7,01-BOB,7/23/2005,0.014,,,,0.95,,,,,,43.190458,-72.283428
A607655008,01-BOB,8/15/2006,,,,,0.11,,,,,,43.190458,-72.283428
RV07230524,01-BOB,7/23/2005,,,,,0.95,,,,,,43.190458,-72.283428
A404653003,01-BRA,7/9/2014,0.0139,,,0.32,,,,,,,43.480406,-70.998683
A403728002,01-BRA,6/18/2014,0.00977,,0.068,,0.064,,,,,,43.480406,-70.998683
A404653002,01-BRA,7/9/2014,0.0142,,,0.29,,,,,,,43.480406,-70.998683
A406275003,01-BRA,8/8/2014,0.00992,,,,,,,,,,43.480406,-70.998683
2012-3126,01-BRR,7/31/2012,0.027,,0.3,0.41,,,0.71,,,,43.201818,-70.881373
2017-4332,01-BSH,8/22/2017,0.00636,,0.16,,0.16,,,,,,44.998928,-71.485297
2017-3041,01-BSH,7/25/2017,0.00692,,0.19,,0.19,,,,,,44.998928,-71.485297
2017-1717,01-BSH,6/27/2017,0.00967,,0.15,,0.14,,,,,,44.998928,-71.485297
2017-3040,01-BSH,7/25/2017,0.00657,,0.19,,0.19,,,,,,44.998928,-71.485297
A807305004,01-BVK,7/24/2008,0.063,,0.071,0.5,,,0.571,,,,42.921472,-72.274933
A809343005,01-BVK,8/26/2008,0.024,,0.28,0.37,,,0.65,,,,42.921472,-72.274933
A810259004,01-BVK,9/16/2008,0.018,0.0044,0.079,0.33,,,0.409,,,,42.921472,-72.274933
2018-1729,01-BWB,6/28/2018,0.0367,,0.45,,0.44,,,01-BWB,Not_Available,,42.95494,-71.4753
2018-3044,01-BWB,7/26/2018,0.03,,0.59,0.26,0.58,,0.85,01-BWB,Not_Available,,42.95494,-71.4753
2018-3045,01-BWB,7/26/2018,0.0301,,0.57,0.29,0.56,,0.86,01-BWB,Not_Available,,42.95494,-71.4753
2018-4297,01-BWB,8/23/2018,0.0349,,0.32,0.46,0.32,,0.78,01-BWB,Not_Available,,42.95494,-71.4753
A207184006,01-CBB,8/9/2012,0.016,,1.9,0.25,1.9,,2.15,01-CBB,Non-Ref,48.301,42.882247,-71.462607
2018-1728,01-CBB,6/28/2018,0.0853,,0.85,0.55,0.84,,1.4,01-CBB,Non-Ref,48.301,42.882247,-71.462607
A205978001,01-CBB,7/19/2012,0.021,,1.7,,1.7,,,01-CBB,Non-Ref,48.301,42.882247,-71.462607
2018-4295,01-CBB,8/23/2018,0.0278,,1.2,0.37,1.2,,1.57,01-CBB,Non-Ref,48.301,42.882247,-71.462607
A204673001,01-CBB,6/22/2012,0.025,,1.4,0.41,1.4,,1.81,01-CBB,Non-Ref,48.301,42.882247,-71.462607
2018-4296,01-CBB,8/23/2018,0.0266,,1.2,0.45,1.2,,1.65,01-CBB,Non-Ref,48.301,42.882247,-71.462607
2018-3047,01-CBB,7/26/2018,0.0339,,1.1,0.45,1.1,,1.55,01-CBB,Non-Ref,48.301,42.882247,-71.462607
A202667002,01-CBB,5/1/2012,0.063,,,,,,,01-CBB,Non-Ref,48.301,42.882247,-71.462607
RV09210715,01-CBK,9/21/2007,,0.008,,,0.24,,,,,,43.119933,-70.89045
VT1109210601,01-CCM,9/21/2006,0.0054,,,,,,,,,,43.694417,-71.796444
VT11-091608-07,01-CCM,9/16/2008,0.005,,,,,,,,,,43.694417,-71.796444
T1104131110,01-CCM,4/13/2011,0.0098,,,,,,,,,,43.694417,-71.796444
B1808260828,01-CCM,8/26/2008,0.0045,,,,,,,,,,43.694417,-71.796444
VT1106080701,01-CCM,6/8/2007,0.0044,,,,,,,,,,43.694417,-71.796444
CR08191410,01-CCM,8/19/2014,0.0043,,,,,,,,,,43.694417,-71.796444
T1106260627,01-CCM,6/26/2006,0.043,,,,,,,,,,43.694417,-71.796444
VT1109260702,01-CCM,9/26/2007,0.0079,,,,,,,,,,43.694417,-71.796444
VT1108060701,01-CCM,8/6/2007,0.011,,,,,,,,,,43.694417,-71.796444
CFB04081403,01-CCM,4/8/2014,0.1885,,,,,,,,,,43.694417,-71.796444
VT1105040701,01-CCM,5/4/2007,0.003,,,,,,,,,,43.694417,-71.796444
T1110031123,01-CCM,10/3/2011,0.0094,,,,,,,,,,43.694417,-71.796444
VT1109130601,01-CCM,9/13/2006,0.0052,,,,,,,,,,43.694417,-71.796444
VT1108030601,01-CCM,8/3/2006,0.0057,,,,,,,,,,43.694417,-71.796444
VT1107120601,01-CCM,7/12/2006,0.0057,,,,,,,,,,43.694417,-71.796444
CFB06131303R,01-CCM,6/13/2013,0.0048,,,,,,,,,,43.694417,-71.796444
VT1107260601,01-CCM,7/26/2006,0.0036,,,,,,,,,,43.694417,-71.796444
VT1109260701,01-CCM,9/26/2007,0.0083,,,,,,,,,,43.694417,-71.796444
T1111151123,01-CCM,11/15/2011,0.0054,,,,,,,,,,43.694417,-71.796444
VT1107290701,01-CCM,7/29/2007,0.0071,,,,,,,,,,43.694417,-71.796444
VT1110130601,01-CCM,10/13/2006,0.0034,,,,,,,,,,43.694417,-71.796444
CFB6241524-1,01-CCM,6/24/2015,0.0078,,,,,,,,,,43.694417,-71.796444
VT1110100701,01-CCM,10/10/2007,0.0088,,,,,,,,,,43.694417,-71.796444
T1111101002,01-CCM,11/10/2010,0.0039,,,,,,,,,,43.694417,-71.796444
VT1103230701,01-CCM,3/23/2007,0.0138,,,,,,,,,,43.694417,-71.796444
T1106010623,01-CCM,6/1/2006,0.0134,,,,,,,,,,43.694417,-71.796444
T1107131123,01-CCM,7/13/2011,0.0061,,,,,,,,,,43.694417,-71.796444
CFB06131303,01-CCM,6/13/2013,0.0048,,,,,,,,,,43.694417,-71.796444
VT1111280701,01-CCM,11/28/2007,0.0084,,,,,,,,,,43.694417,-71.796444
CR07051408,01-CCM,7/5/2014,0.0074,,,,,,,,,,43.694417,-71.796444
VT1111150601,01-CCM,11/15/2006,0.0064,,,,,,,,,,43.694417,-71.796444
T1110230715,01-CCM,10/23/2007,0.0071,,,,,,,,,,43.694417,-71.796444
CFB4081524-1,01-CCM,4/8/2015,0.0048,,,,,,,,,,43.694417,-71.796444
